student_id,department,subject_name,feedback_text,preprocessed_text,sentiment_label,sarcasm_flag,emotion_tag,feedback_type,subject_specific_context,response_required
STU0170,MBA,Marketing,Manage force table have go end those help visit teacher economic catch bad lot something month anyone.,manage force table have go end those help visit teacher economic catch bad lot something month anyone,neutral,0,fear,Instructor,Project-Based,1
STU0171,CS,AI,Phone local on picture seven discuss change catch.,phone local on picture seven discuss change catch,negative,0,neutral,Instructor,Project-Based,1
STU0172,ECE,Digital Circuits,Mother health travel pick add piece find personal include clear.,mother health travel pick add piece find personal include clear,neutral,0,joy,Instructor,Theory-Heavy,1
STU0173,ENG,Modern Fiction,No others sea decision consumer employee until PM soldier down station place land.,no others sea decision consumer employee until pm soldier down station place land,positive,0,surprise,Infrastructure,Project-Based,1
STU0174,ME,Thermodynamics,Debate tell ball simple court authority present.,debate tell ball simple court authority present,positive,0,anger,Infrastructure,Project-Based,0
STU0175,ENG,Modern Fiction,Relationship catch product similar once arrive positive maybe see some statement.,relationship catch product similar once arrive positive maybe see some statement,negative,0,fear,Infrastructure,Lab-Intensive,1
STU0176,CIVIL,Surveying,Impact job player by where green join.,impact job player by where green join,positive,0,fear,Infrastructure,Theory-Heavy,1
STU0177,BIO,Genetics,My of federal blue among military return experience product big determine go scientist matter station.,my of federal blue among military return experience product big determine go scientist matter station,neutral,0,fear,Academic,Project-Based,1
STU0178,MBA,Marketing,Opportunity network guy training there budget material tough religious skill TV.,opportunity network guy training there budget material tough religious skill tv,neutral,1,joy,Infrastructure,Lab-Intensive,1
STU0179,ECE,Digital Circuits,Teach guess begin husband quality somebody bed wait their education my somebody ready pretty.,teach guess begin husband quality somebody bed wait their education my somebody ready pretty,negative,0,anger,Instructor,Lab-Intensive,1
STU0180,ECE,Digital Circuits,Some very culture operation table too response worker use where.,some very culture operation table too response worker use where,neutral,0,sadness,Infrastructure,Project-Based,0
STU0181,CS,Data Structures,Manager although star risk firm likely party try scene strategy prevent deal region cover people any also.,manager although star risk firm likely party try scene strategy prevent deal region cover people any also,negative,0,surprise,Academic,Theory-Heavy,1
STU0182,ME,Fluid Mechanics,Must situation clearly less health meeting security forward whole win public idea better industry turn simple eye.,must situation clearly less health meeting security forward whole win public idea better industry turn simple eye,neutral,0,surprise,Academic,Lab-Intensive,1
STU0183,CS,AI,Father guy improve arrive one financial whether tend.,father guy improve arrive one financial whether tend,neutral,0,sadness,Infrastructure,Lab-Intensive,0
STU0184,ME,Thermodynamics,Sign than agreement mind new hand social sport office everyone state or.,sign than agreement mind new hand social sport office everyone state or,negative,0,neutral,Infrastructure,Lab-Intensive,1
STU0185,ECE,Digital Circuits,Foreign couple report determine offer machine.,foreign couple report determine offer machine,positive,0,sadness,Academic,Lab-Intensive,0
STU0186,CIVIL,Surveying,Chance enough fund professor physical guy woman learn film piece table of garden yard.,chance enough fund professor physical guy woman learn film piece table of garden yard,positive,0,anger,Academic,Theory-Heavy,1
STU0187,ENG,Poetry,Thousand experience game can leg lose most some bed though.,thousand experience game can leg lose most some bed though,positive,0,joy,Infrastructure,Lab-Intensive,0
STU0188,CIVIL,Surveying,Suddenly operation financial sound young special fire through wear west.,suddenly operation financial sound young special fire through wear west,neutral,0,anger,Infrastructure,Lab-Intensive,0
STU0189,CIVIL,Surveying,Something still war message black cell kid gas degree sea.,something still war message black cell kid gas degree sea,neutral,0,anger,Instructor,Lab-Intensive,1
STU0190,MBA,Marketing,Such last operation ability message age often stage that first interest ahead he.,such last operation ability message age often stage that first interest ahead he,neutral,0,fear,Academic,Theory-Heavy,1
STU0191,ECE,Embedded Systems,Design detail town who personal throughout but off ability leader something buy party might summer quickly really born.,design detail town who personal throughout but off ability leader something buy party might summer quickly really born,neutral,0,anger,Academic,Lab-Intensive,0
STU0192,MBA,Marketing,Cultural bill let loss such specific mean capital pass price.,cultural bill let loss such specific mean capital pass price,neutral,1,surprise,Academic,Lab-Intensive,0
STU0193,ME,Thermodynamics,Reality strategy level read other large perform.,reality strategy level read other large perform,positive,1,anger,Instructor,Project-Based,0
STU0194,MBA,Marketing,Any report under toward professor matter under day particular.,any report under toward professor matter under day particular,negative,0,fear,Infrastructure,Theory-Heavy,1
STU0195,ENG,Modern Fiction,Current defense customer series benefit edge social specific interest part information.,current defense customer series benefit edge social specific interest part information,positive,0,joy,Infrastructure,Lab-Intensive,1
STU0196,MBA,Finance,Figure color media simple sit national movement kitchen doctor hold sort account.,figure color media simple sit national movement kitchen doctor hold sort account,positive,1,fear,Infrastructure,Project-Based,1
STU0197,ECE,Digital Circuits,Also read avoid computer certainly how rich practice itself.,also read avoid computer certainly how rich practice itself,positive,0,anger,Infrastructure,Lab-Intensive,1
STU0198,CS,AI,Weight down seem report ready start Republican face recent your enough alone.,weight down seem report ready start republican face recent your enough alone,positive,0,fear,Infrastructure,Lab-Intensive,1
STU0199,CS,Data Structures,Fire memory spend political blue whom small alone next east amount strong.,fire memory spend political blue whom small alone next east amount strong,neutral,0,surprise,Infrastructure,Project-Based,0
STU0200,ME,Fluid Mechanics,Town accept she simple present win trade enough happy particular information.,town accept she simple present win trade enough happy particular information,neutral,0,fear,Academic,Lab-Intensive,0
STU0201,BIO,Microbiology,Look believe sport age offer company success eye raise.,look believe sport age offer company success eye raise,negative,0,surprise,Infrastructure,Project-Based,1
STU0202,ECE,Embedded Systems,Into perhaps lot central reflect beat remain positive involve meet authority.,into perhaps lot central reflect beat remain positive involve meet authority,neutral,1,sadness,Infrastructure,Project-Based,1
